training_seed,epoch,backbone_lr,classifier_lr,train_loss,train_roc_auc,train_accuracy,train_balanced_accuracy,train_f1,train_sensitivity,train_specificity,val_loss,val_roc_auc,val_accuracy,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,epoch_seconds
43,1,0.0001,0.0005,0.6514325004542287,0.6475579426533884,0.604351329572925,0.5731258967001435,0.41477949940405245,0.31985294117647056,0.8263988522238164,0.6866388158713754,0.6055050178388867,0.5362318840579711,0.5051221598614617,0.15789473684210525,0.09407665505226481,0.9161676646706587,530.0473554134369
43,2,0.0001,0.0005,0.595391420180715,0.7339899464089797,0.6744560838033844,0.6661024928263989,0.6170616113744076,0.5983455882352942,0.7338593974175036,0.6310045746981425,0.6782428175008868,0.607085346215781,0.6087441841056562,0.5973597359735974,0.6306620209059234,0.5868263473053892,454.772812128067
43,3,0.0001,0.0005,0.556324077555482,0.7749157365600473,0.6962127316680097,0.6919274569583931,0.6547619047619048,0.6571691176470589,0.7266857962697274,0.6316759314705976,0.695367105510234,0.6392914653784219,0.6416261553547957,0.6327868852459017,0.6724738675958188,0.6107784431137725,458.11290764808655
43,4,0.0001,0.0005,0.5277264059598555,0.802103553042451,0.7131345688960515,0.7080008070301291,0.6706753006475485,0.6663602941176471,0.7496413199426112,0.6109159599371771,0.7123192639112019,0.642512077294686,0.6438847044586784,0.6312292358803987,0.662020905923345,0.625748502994012,458.9443633556366
43,5,0.0001,0.0005,0.4945478685722535,0.833032455270487,0.7562449637389203,0.7527349354375896,0.7226043099495644,0.7242647058823529,0.7812051649928264,0.5981756734291328,0.74655219178368,0.6698872785829307,0.6776690521396231,0.6860643185298622,0.7804878048780488,0.5748502994011976,469.7532148361206
43,6,0.0001,0.0005,0.4562989722616148,0.8620397159042956,0.7792103142626914,0.775399031563845,0.7472324723247232,0.7444852941176471,0.806312769010043,0.643445554514822,0.7392549395981556,0.6650563607085346,0.6596945481858583,0.6190476190476191,0.5888501742160279,0.7305389221556886,468.43351316452026
43,7,0.0001,0.0005,0.4426924434042476,0.8703691371634739,0.7836422240128929,0.7805550573888091,0.7537826685006878,0.7555147058823529,0.8055954088952654,0.7374123925172188,0.7402407728097811,0.6296296296296297,0.6458824511256234,0.6823204419889503,0.8606271777003485,0.4311377245508982,460.7254774570465
43,8,5e-05,0.00025,0.40071600867701,0.8972167350620305,0.8154713940370669,0.8116145086083213,0.787569573283859,0.7803308823529411,0.8428981348637016,0.6447940408799575,0.7570781781384965,0.6747181964573269,0.6794633729057564,0.678343949044586,0.7421602787456446,0.6167664670658682,460.95352959632874
43,9,5e-05,0.00025,0.3601928666942452,0.9179301787070641,0.8315874294923449,0.830198619081779,0.81,0.8189338235294118,0.8414634146341463,0.6432757346910363,0.7690437939452106,0.6698872785829307,0.6735014291973545,0.6688206785137318,0.7212543554006968,0.625748502994012,455.24894285202026
43,10,5e-05,0.00025,0.3470283423480634,0.9246488363996962,0.8428686543110395,0.8393337517934003,0.8189415041782729,0.8106617647058824,0.8680057388809183,0.7433455453978645,0.7483256483548582,0.6698872785829307,0.6654113376035387,0.6292947558770343,0.6062717770034843,0.7245508982035929,454.0763614177704
43,11,5e-05,0.00025,0.3241396356647193,0.9340088034855261,0.8561643835616438,0.8536921628407461,0.8355596499309074,0.8336397058823529,0.8737446197991392,0.8255880659329142,0.7417742911389763,0.679549114331723,0.6660581276471447,0.5845511482254697,0.4878048780487805,0.844311377245509,452.8095166683197
43,12,2.5e-05,0.000125,0.31234875520710786,0.93936526816609,0.8609991941982272,0.8576936872309899,0.8397584765443568,0.8308823529411765,0.8845050215208035,0.713520615429118,0.7675415719084479,0.6972624798711755,0.6933119823071627,0.6618705035971223,0.6411149825783972,0.7455089820359282,454.69748616218567
