training_seed,epoch,backbone_lr,classifier_lr,train_loss,train_roc_auc,train_accuracy,train_balanced_accuracy,train_f1,train_sensitivity,train_specificity,val_loss,val_roc_auc,val_accuracy,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,epoch_seconds
42,1,0.0001,0.0005,0.6562436031392271,0.6309604186007258,0.5854149879129734,0.5574784791965567,0.411663807890223,0.33088235294117646,0.7840746054519369,0.7276577342919489,0.5835298045024933,0.5362318840579711,0.5002190740470279,0.046357615894039736,0.024390243902439025,0.9760479041916168,556.1763126850128
42,2,0.0001,0.0005,0.5997849856529573,0.7250901974850199,0.6603545527800161,0.6506232065997131,0.5960709151892669,0.5716911764705882,0.7295552367288379,0.7350069554147705,0.6599344864278411,0.5668276972624798,0.5384683594483507,0.25895316804407714,0.16376306620209058,0.9131736526946108,492.28256940841675
42,3,0.0001,0.0005,0.57351895347898,0.7583660145370916,0.6841257050765511,0.6790486011477761,0.6390423572744015,0.6378676470588235,0.7202295552367288,0.677926223827061,0.6814819837676562,0.5958132045088567,0.6156710968307288,0.6675496688741722,0.8780487804878049,0.3532934131736527,489.24503540992737
42,4,0.0001,0.0005,0.5449309518123998,0.7864808607266436,0.7107171635777598,0.7086733321377332,0.677158273381295,0.6920955882352942,0.7252510760401721,0.6321165262213075,0.6837666131152329,0.6296296296296297,0.6265152621586096,0.5936395759717314,0.5853658536585366,0.6676646706586826,501.93485474586487
42,5,0.0001,0.0005,0.5210690684706621,0.8085792445565028,0.7252215954875101,0.7196691176470589,0.6827906976744186,0.6746323529411765,0.7647058823529411,0.6253725545609823,0.7219011454443032,0.6344605475040258,0.6466961547288698,0.6714905933429812,0.8083623693379791,0.48502994011976047,491.9480895996094
42,6,0.0001,0.0005,0.5038688733729502,0.8224655693518441,0.7385173247381144,0.7355407101865137,0.704597177969959,0.7113970588235294,0.7596843615494978,0.6552323298753747,0.7085271964781239,0.6247987117552335,0.6323207244048488,0.6431852986217458,0.7317073170731707,0.5329341317365269,485.83973503112793
42,7,0.0001,0.0005,0.4644171575280949,0.8541187547472362,0.7703464947622884,0.7653896162123386,0.7346368715083799,0.7251838235294118,0.8055954088952654,0.7246238258149889,0.7258966387781928,0.6521739130434783,0.6381574829435206,0.5462184873949579,0.4529616724738676,0.8233532934131736,469.41306948661804
42,8,0.0001,0.0005,0.4397340259371411,0.8708999045278082,0.7775987107171636,0.7743678263988523,0.7467889908256881,0.7481617647058824,0.8005738880918221,0.6819836385008218,0.7242118550355734,0.6521739130434783,0.6455121116651714,0.5970149253731343,0.5574912891986062,0.7335329341317365,474.83418226242065
42,9,0.0001,0.0005,0.4223521797528294,0.8830933781331758,0.7941176470588235,0.7879640423242468,0.7586206896551724,0.7380514705882353,0.8378766140602583,0.7799905222779119,0.7068163324918109,0.6473429951690821,0.632685847816562,0.535031847133758,0.43902439024390244,0.8263473053892215,471.5245740413666
42,10,5e-05,0.00025,0.3762697664890243,0.9099910857456326,0.8279613215149073,0.823137105451937,0.7998124706985467,0.7840073529411765,0.8622668579626973,0.8129514816686535,0.7245091698136827,0.644122383252818,0.6404786246322686,0.6060606060606061,0.5923344947735192,0.688622754491018,479.4384443759918
42,11,5e-05,0.00025,0.3444678061232751,0.9251529005612288,0.8428686543110395,0.8403425394548063,0.8206071757129715,0.8198529411764706,0.860832137733142,0.7549775512514099,0.7386550939931983,0.677938808373591,0.676328527613762,0.6527777777777778,0.6550522648083623,0.6976047904191617,468.1401560306549
42,12,5e-05,0.00025,0.3257143043107702,0.933679134315132,0.8597904915390814,0.8574246771879483,0.8397790055248618,0.8382352941176471,0.8766140602582496,0.9135229883178613,0.7270702497444137,0.6537842190016103,0.6435769575830916,0.5759368836291914,0.5087108013937283,0.7784431137724551,475.30990719795227
